epoch,step,train_cce,train_loss,train_mse
0,49,4.722841262817383,16.649242401123047,16.176956176757812
1,99,4.085165977478027,7.795516490936279,7.386999130249023
2,149,3.1507503986358643,3.7721359729766846,3.457061529159546
3,199,2.3646886348724365,1.9072076082229614,1.670738935470581
4,249,1.9224286079406738,1.7373956441879272,1.5451533794403076
5,299,1.6812388896942139,1.052354335784912,0.8842302560806274
6,349,1.5125634670257568,1.1599539518356323,1.0086973905563354
7,399,1.4171569347381592,0.6601327657699585,0.5184171199798584
8,449,1.3316278457641602,0.896528959274292,0.7633662223815918
9,499,1.2903814315795898,1.2689136266708374,1.1398755311965942
10,549,1.2161192893981934,0.722555935382843,0.600943922996521
11,599,1.1238677501678467,0.746198296546936,0.6338115930557251
12,649,1.0664622783660889,0.8364822268486023,0.7298360466957092
13,699,1.006636619567871,0.7771058678627014,0.6764420866966248
14,749,0.9638082385063171,0.7102590799331665,0.6138781905174255
15,799,0.9103638529777527,0.5898839831352234,0.4988476037979126
16,849,0.8795410394668579,0.5535888075828552,0.4656347632408142
17,899,0.8406091332435608,0.5248424410820007,0.44078150391578674
18,949,0.7783113121986389,0.5216944217681885,0.4438633322715759
19,999,0.7438183426856995,0.5079424381256104,0.4335606098175049
20,1049,0.7150795459747314,0.5001017451286316,0.42859381437301636
21,1099,0.6604134440422058,0.42585667967796326,0.35981544852256775
22,1149,0.6291506290435791,0.6023029685020447,0.5393878817558289
23,1199,0.5848289728164673,0.41667667031288147,0.3581937849521637
24,1249,0.5363674759864807,0.5236091613769531,0.46997249126434326
25,1299,0.5029914975166321,0.4148385226726532,0.36453932523727417
26,1349,0.464865118265152,0.46998414397239685,0.42349764704704285
27,1399,0.4512978792190552,0.4874338209629059,0.44230401515960693
28,1449,0.42627474665641785,0.44728124141693115,0.4046536684036255
29,1499,0.4180900454521179,0.46678420901298523,0.42497527599334717
30,1549,0.39147114753723145,0.5627448558807373,0.5235975384712219
31,1599,0.374629944562912,0.35931724309921265,0.32185420393943787
32,1649,0.35247448086738586,0.34794220328330994,0.3126947283744812
33,1699,0.33100807666778564,0.37301814556121826,0.3399173319339752
34,1749,0.31735512614250183,0.34205958247184753,0.310324102640152
35,1799,0.3098495602607727,0.3988741338253021,0.3678891360759735
36,1849,0.30455833673477173,0.5040791630744934,0.47362327575683594
37,1899,0.3022327721118927,0.3843318223953247,0.3541085124015808
38,1949,0.27489444613456726,0.2872401475906372,0.25975075364112854
39,1999,0.28144752979278564,0.3751569390296936,0.34701216220855713
