epoch,step,train_cce,train_loss,train_mse
0,49,3.912626266479492,17.177183151245117,16.785921096801758
1,99,2.7234115600585938,15.07111930847168,14.798778533935547
2,149,2.1096909046173096,6.220156669616699,6.009188652038574
3,199,1.7130568027496338,3.2466237545013428,3.0753185749053955
4,249,1.5733331441879272,3.9178977012634277,3.7605643272399902
5,299,1.4971723556518555,3.4595813751220703,3.3098645210266113
6,349,1.3851698637008667,3.4711573123931885,3.3326401710510254
7,399,1.2210502624511719,1.7168948650360107,1.5947898626327515
8,449,1.1099176406860352,2.4195444583892822,2.3085527420043945
9,499,0.9835461378097534,0.8911021947860718,0.7927476763725281
10,549,0.8948107361793518,2.0509657859802246,1.9614852666854858
11,599,0.7982169389724731,1.8995840549468994,1.8197624683380127
12,649,0.7263368964195251,1.835169792175293,1.7625356912612915
13,699,0.6893063187599182,1.5459392070770264,1.4770084619522095
14,749,0.5748311877250671,1.708012580871582,1.650529384613037
15,799,0.5097829699516296,1.093166470527649,1.0421881675720215
16,849,0.46981480717658997,1.88236403465271,1.8353829383850098
17,899,0.43826839327812195,1.4285563230514526,1.3847289085388184
18,949,0.3763018846511841,1.0684548616409302,1.0308245420455933
19,999,0.35988372564315796,1.4110360145568848,1.3750475645065308
20,1049,0.3061353862285614,1.294722318649292,1.2641091346740723
21,1099,0.3387329876422882,1.5340763330459595,1.5002037286758423
22,1149,0.2861955463886261,0.7148410677909851,0.6862215399742126
23,1199,0.27379176020622253,0.642726719379425,0.6153475046157837
24,1249,0.24289736151695251,1.076651930809021,1.0523622035980225
25,1299,0.24990442395210266,0.768463671207428,0.74347323179245
26,1349,0.22098328173160553,0.46106278896331787,0.4389644265174866
27,1399,0.21908393502235413,0.8169209957122803,0.7950125932693481
28,1449,0.21751534938812256,1.471871018409729,1.4501193761825562
29,1499,0.20101866126060486,1.0808433294296265,1.0607417821884155
30,1549,0.1920982301235199,0.7262910604476929,0.7070811986923218
31,1599,0.1786578893661499,0.40530073642730713,0.38743481040000916
32,1649,0.17021805047988892,0.7573304772377014,0.7403085827827454
33,1699,0.185028538107872,0.3593157231807709,0.34081292152404785
34,1749,0.17470203340053558,0.8546006083488464,0.8371303677558899
35,1799,0.1514524519443512,0.5130044221878052,0.4978591203689575
36,1849,0.12943418323993683,0.4686052203178406,0.4556618630886078
37,1899,0.20150226354599,0.46998390555381775,0.4498337209224701
38,1949,0.15452347695827484,0.8811923265457153,0.865740180015564
39,1999,0.1253042221069336,0.3916429579257965,0.37911251187324524
