epoch,step,train_cce,train_loss,train_mse
0,49,4.261354923248291,19.79338264465332,19.367250442504883
1,99,3.7793970108032227,8.008164405822754,7.630223274230957
2,149,2.7265515327453613,5.3689422607421875,5.096287727355957
3,199,2.066787004470825,2.2884204387664795,2.0817415714263916
4,249,1.7338255643844604,1.8162521123886108,1.6428700685501099
5,299,1.5197830200195312,2.3950564861297607,2.2430777549743652
6,349,1.4065049886703491,1.4574265480041504,1.316775918006897
7,399,1.3417547941207886,2.1086931228637695,1.974517822265625
8,449,1.210151195526123,0.9248912930488586,0.8038761615753174
9,499,1.0854414701461792,0.8488342761993408,0.7402902245521545
10,549,1.0103192329406738,1.0605794191360474,0.9595473408699036
11,599,0.8760256767272949,0.7351536750793457,0.6475510597229004
12,649,0.7534212470054626,0.8254016637802124,0.7500596046447754
13,699,0.6813977956771851,0.4013724625110626,0.33323270082473755
14,749,0.6402024626731873,0.7075690627098083,0.6435487866401672
15,799,0.5573486089706421,0.7582443356513977,0.7025095224380493
16,849,0.4923182427883148,0.8887576460838318,0.8395256996154785
17,899,0.47452792525291443,0.8401904106140137,0.7927377223968506
18,949,0.45025578141212463,0.8905118703842163,0.8454862236976624
19,999,0.3936969041824341,0.5295054316520691,0.4901357889175415
20,1049,0.3758259117603302,0.9727386236190796,0.9351561069488525
21,1099,0.357487291097641,0.6096920967102051,0.5739434957504272
22,1149,0.3432953953742981,0.6934929490089417,0.6591634154319763
23,1199,0.32916709780693054,0.6371058821678162,0.6041891574859619
24,1249,0.3116638660430908,0.8963416814804077,0.8651750087738037
25,1299,0.3021354377269745,0.8326988220214844,0.8024849891662598
26,1349,0.3017418384552002,0.774790346622467,0.7446161508560181
27,1399,0.2956649661064148,0.5947789549827576,0.5652123689651489
28,1449,0.28005069494247437,0.3065670132637024,0.2785619795322418
29,1499,0.2645098567008972,0.5618458390235901,0.5353947281837463
30,1549,0.2517525255680084,0.2979573905467987,0.2727821171283722
31,1599,0.23998957872390747,0.6951625943183899,0.6711634993553162
32,1649,0.23804853856563568,0.48826152086257935,0.464456707239151
33,1699,0.23307180404663086,0.33988189697265625,0.31657472252845764
34,1749,0.21336059272289276,0.41953015327453613,0.3981941342353821
35,1799,0.20787815749645233,0.5235389471054077,0.5027509927749634
36,1849,0.19845953583717346,0.5751884579658508,0.5553424954414368
37,1899,0.19642610847949982,0.52283775806427,0.5031948685646057
38,1949,0.18576040863990784,0.2232128530740738,0.20463676750659943
39,1999,0.17816144227981567,0.6215395331382751,0.6037232875823975
