epoch,step,train_cce,train_loss,train_mse
0,49,5.208649158477783,19.0214900970459,18.500629425048828
1,99,4.8804030418396,7.336923599243164,6.8488850593566895
2,149,4.009026050567627,4.879615306854248,4.478713512420654
3,199,2.820681571960449,3.231109380722046,2.9490411281585693
4,249,2.104139804840088,1.3775138854980469,1.1670997142791748
5,299,1.8475141525268555,1.890445351600647,1.7056938409805298
6,349,1.6583726406097412,1.2613003253936768,1.0954631567001343
7,399,1.5370005369186401,1.965348720550537,1.8116487264633179
8,449,1.3959351778030396,1.0185441970825195,0.8789505958557129
9,499,1.283069133758545,0.6898623704910278,0.5615555644035339
10,549,1.130650281906128,0.7574831247329712,0.6444181203842163
11,599,1.0457618236541748,1.1003239154815674,0.9957476258277893
12,649,0.9172850251197815,0.6846195459365845,0.5928909778594971
13,699,0.7935042381286621,0.6721211075782776,0.5927706360816956
14,749,0.7096213698387146,1.0753793716430664,1.004417061805725
15,799,0.6213928461074829,0.6855740547180176,0.623434841632843
16,849,0.5544002652168274,0.7030235528945923,0.647583544254303
17,899,0.501259446144104,0.5931903123855591,0.5430644154548645
18,949,0.5151404142379761,1.0376354455947876,0.9861215353012085
19,999,0.41755175590515137,0.4871641993522644,0.44540899991989136
20,1049,0.38048025965690613,0.6792966723442078,0.6412487626075745
21,1099,0.3492189049720764,0.6828780174255371,0.6479560732841492
22,1149,0.3187040090560913,0.7521777153015137,0.7203072309494019
23,1199,0.296156644821167,0.4707798361778259,0.4411641061306
24,1249,0.2709747552871704,0.4856887459754944,0.4585912823677063
25,1299,0.26738086342811584,0.819210946559906,0.7924730181694031
26,1349,0.25967252254486084,0.4400934875011444,0.4141262471675873
27,1399,0.24453645944595337,0.4108487069606781,0.38639506697654724
28,1449,0.2290295958518982,0.5436360239982605,0.5207330584526062
29,1499,0.23234380781650543,0.622567355632782,0.5993330478668213
30,1549,0.2167159467935562,0.9919464588165283,0.9702747464179993
31,1599,0.21174728870391846,0.48719465732574463,0.4660199284553528
32,1649,0.19173909723758698,0.4101206958293915,0.3909468352794647
33,1699,0.17534877359867096,0.37485140562057495,0.3573165535926819
34,1749,0.16669785976409912,0.7407909631729126,0.7241212725639343
35,1799,0.18882378935813904,0.7677296996116638,0.7488474249839783
36,1849,0.16050998866558075,0.26375705003738403,0.24770605564117432
37,1899,0.16112039983272552,0.3546501100063324,0.33853814005851746
38,1949,0.1508595496416092,0.6452269554138184,0.6301410794258118
39,1999,0.13119086623191833,0.35100963711738586,0.33789053559303284
