epoch,step,train_cce,train_loss,train_mse
0,49,4.156417369842529,16.835329055786133,16.41968536376953
1,99,3.867492914199829,15.326934814453125,14.94018840789795
2,149,2.850571393966675,5.929500579833984,5.644443988800049
3,199,2.0493626594543457,4.557421684265137,4.352484703063965
4,249,1.7076321840286255,4.235899448394775,4.065136909484863
5,299,1.5366994142532349,3.015458106994629,2.8617873191833496
6,349,1.3609029054641724,2.5117130279541016,2.375622510910034
7,399,1.1918622255325317,2.983551025390625,2.8643646240234375
8,449,1.054538369178772,1.568199634552002,1.4627457857131958
9,499,0.9789378643035889,2.0698401927948,1.9719462394714355
10,549,0.8662016987800598,2.246891736984253,2.160271644592285
11,599,0.7428610324859619,1.1210691928863525,1.0467829704284668
12,649,0.6236698031425476,1.6560405492782593,1.5936737060546875
13,699,0.5422472357749939,1.2494895458221436,1.1952645778656006
14,749,0.507646381855011,1.5589145421981812,1.5081496238708496
15,799,0.4361382722854614,1.0716513395309448,1.0280373096466064
16,849,0.44109058380126953,1.033984661102295,0.9898754358291626
17,899,0.3931410312652588,1.9853384494781494,1.9460240602493286
18,949,0.33705630898475647,0.6854696869850159,0.6517641544342041
19,999,0.3340262174606323,1.134996771812439,1.1015942096710205
20,1049,0.30528104305267334,0.9096887707710266,0.8791609406471252
21,1099,0.3032301664352417,0.9018311500549316,0.8715081810951233
22,1149,0.28502213954925537,0.4615187346935272,0.4330166280269623
23,1199,0.26990777254104614,0.9477353096008301,0.9207442998886108
24,1249,0.2555592358112335,0.5292530655860901,0.5036972761154175
25,1299,0.26505574584007263,0.8471069931983948,0.820601224899292
26,1349,0.24535009264945984,1.7546883821487427,1.730153203010559
27,1399,0.22030238807201385,0.32106316089630127,0.29903292655944824
28,1449,0.20228871703147888,0.7467684149742126,0.7265393733978271
29,1499,0.2025861144065857,0.5235034823417664,0.5032448768615723
30,1549,0.1916797012090683,0.6127516627311707,0.5935835838317871
31,1599,0.1840125024318695,0.6568717360496521,0.6384705901145935
32,1649,0.16915170848369598,1.279007077217102,1.262091875076294
33,1699,0.16860640048980713,0.7336184978485107,0.7167579531669617
34,1749,0.1689716875553131,0.5460512638092041,0.5291543006896973
35,1799,0.1468241959810257,0.5601645708084106,0.5454821586608887
36,1849,0.13999882340431213,0.780195415019989,0.76619553565979
37,1899,0.16477347910404205,0.4607572853565216,0.4442799687385559
38,1949,0.17285576462745667,0.40938228368759155,0.3920968174934387
39,1999,0.11930067837238312,1.0163060426712036,1.0043760538101196
