epoch,step,train_cce,train_loss,train_mse
0,49,4.4628005027771,15.519405364990234,15.073121070861816
1,99,4.142212867736816,7.068873405456543,6.654652118682861
2,149,3.0271828174591064,2.678914785385132,2.3761966228485107
3,199,2.190549373626709,1.703218936920166,1.484163761138916
4,249,1.727317452430725,1.30839204788208,1.1356602907180786
5,299,1.4967718124389648,1.4054765701293945,1.2557992935180664
6,349,1.337558388710022,1.2895618677139282,1.155806064605713
7,399,1.1994796991348267,0.8745555877685547,0.754607617855072
8,449,1.137943148612976,1.0690927505493164,0.9552984833717346
9,499,1.067089557647705,0.7748185992240906,0.6681095361709595
10,549,0.9796516299247742,0.7982267141342163,0.7002613544464111
11,599,0.899843692779541,0.6587576866149902,0.5687735676765442
12,649,0.8377723693847656,0.9136984944343567,0.8299212455749512
13,699,0.7595876455307007,0.6574006676673889,0.5814418196678162
14,749,0.6759161353111267,0.5852640271186829,0.5176723599433899
15,799,0.6201382875442505,0.7550607919692993,0.693047046661377
16,849,0.5561657547950745,0.5139557123184204,0.45833927392959595
17,899,0.48298370838165283,0.6438702940940857,0.5955718755722046
18,949,0.44180968403816223,0.47845658659935,0.43427565693855286
19,999,0.3939744234085083,0.418341726064682,0.3789443075656891
20,1049,0.36602500081062317,0.49862945079803467,0.46202704310417175
21,1099,0.34532660245895386,0.5335818529129028,0.4990490674972534
22,1149,0.3363386392593384,0.7605592608451843,0.726925253868103
23,1199,0.31126177310943604,0.4788804352283478,0.44775426387786865
24,1249,0.3096153736114502,0.6028818488121033,0.5719202756881714
25,1299,0.2876330614089966,0.43898606300354004,0.41022270917892456
26,1349,0.2769332230091095,0.4178183674812317,0.390125036239624
27,1399,0.2576548159122467,0.2909051775932312,0.2651396691799164
28,1449,0.24796023964881897,0.38013094663619995,0.35533496737480164
29,1499,0.23944003880023956,0.5248392820358276,0.5008953213691711
30,1549,0.23672451078891754,0.3639758229255676,0.3403034210205078
31,1599,0.2202250063419342,0.38579222559928894,0.36376968026161194
32,1649,0.22173602879047394,0.3591458201408386,0.33697226643562317
33,1699,0.21395432949066162,0.39893394708633423,0.3775385618209839
34,1749,0.21571515500545502,0.3854507505893707,0.36387917399406433
35,1799,0.20186685025691986,0.37349456548690796,0.3533078134059906
36,1849,0.20206433534622192,0.5147276520729065,0.4945211410522461
37,1899,0.19304461777210236,0.3035556674003601,0.2842511832714081
38,1949,0.18216043710708618,0.3980250954627991,0.37980908155441284
39,1999,0.18757691979408264,0.4784758687019348,0.45971813797950745
