epoch,step,train_cce,train_loss,train_mse
0,49,4.142260551452637,19.054210662841797,18.639986038208008
1,99,3.086298942565918,7.125275135040283,6.816644668579102
2,149,2.3430261611938477,5.089495658874512,4.855192184448242
3,199,1.898619532585144,2.953064203262329,2.76320219039917
4,249,1.7521709203720093,2.073768138885498,1.8985508680343628
5,299,1.469954490661621,1.6416784524917603,1.4946833848953247
6,349,1.439448595046997,1.5989917516708374,1.4550472497940063
7,399,1.3500761985778809,1.1759612560272217,1.0409536361694336
8,449,1.2786065340042114,1.180506706237793,1.0526460409164429
9,499,1.0983093976974487,1.655065894126892,1.5452347993850708
10,549,0.9987346529960632,1.0520803928375244,0.9522067308425903
11,599,0.9332191944122314,0.6894025206565857,0.5960806012153625
12,649,0.8374388217926025,0.7329621315002441,0.6492182016372681
13,699,0.7757241129875183,0.8309933543205261,0.7534207105636597
14,749,0.7255111932754517,1.1258641481399536,1.0533130168914795
15,799,0.6754859089851379,0.8229936361312866,0.7554451823234558
16,849,0.6446873545646667,0.49770888686180115,0.43324020504951477
17,899,0.6222453117370605,1.0267975330352783,0.964573085308075
18,949,0.5852749347686768,0.7287483811378479,0.6702210307121277
19,999,0.5436474680900574,0.40377217531204224,0.349407434463501
20,1049,0.5094764828681946,0.5636429190635681,0.5126954317092896
21,1099,0.48034927248954773,0.5895546674728394,0.5415197014808655
22,1149,0.4627966582775116,0.38952600955963135,0.34324634075164795
23,1199,0.48826098442077637,0.6698414087295532,0.6210152506828308
24,1249,0.45019394159317017,0.7112448811531067,0.6662254929542542
25,1299,0.4456391930580139,0.40318161249160767,0.3586176633834839
26,1349,0.44048237800598145,0.8691965341567993,0.825148344039917
27,1399,0.38887864351272583,0.41816452145576477,0.37927669286727905
28,1449,0.3985280692577362,0.43200916051864624,0.3921562433242798
29,1499,0.3954209089279175,0.6597204804420471,0.6201782822608948
30,1549,0.3533390164375305,0.38851073384284973,0.35317689180374146
31,1599,0.3599855899810791,0.3137006461620331,0.27770209312438965
32,1649,0.3501431345939636,0.4265623986721039,0.39154812693595886
33,1699,0.33333292603492737,0.40916648507118225,0.3758332431316376
34,1749,0.3318457305431366,0.3660193681716919,0.33283475041389465
35,1799,0.32249459624290466,0.6721575260162354,0.6399081945419312
36,1849,0.3079584836959839,0.2567605674266815,0.2259647399187088
37,1899,0.30938205122947693,0.4315711259841919,0.4006328582763672
38,1949,0.3026682734489441,0.8354203701019287,0.8051534295082092
39,1999,0.29717326164245605,0.4161125421524048,0.3863952159881592
